T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16
23.000	22.625	23.125	22.625	23.063	22.500	23.125	22.375	22.688	22.563	22.813	22.375	22.688	22.500	22.688	22.438	
23.000	22.625	23.125	22.625	23.063	22.438	23.063	22.375	22.688	22.563	22.813	22.375	22.688	22.500	22.750	22.438	
23.000	22.625	23.125	22.625	23.063	22.500	23.063	22.375	22.688	22.563	22.813	22.375	22.688	22.500	22.688	22.438	
23.000	22.625	23.125	22.625	23.000	22.500	23.063	22.375	22.688	22.563	22.813	22.375	22.688	22.500	22.688	22.438	
23.000	22.625	23.063	22.625	23.063	22.500	23.063	22.375	22.688	22.563	22.813	22.375	22.688	22.500	22.688	22.438	
23.000	22.625	23.063	22.625	23.063	22.438	23.063	22.375	22.688	22.563	22.813	22.375	22.688	22.500	22.688	22.438	
23.000	22.625	23.063	22.625	23.000	22.500	23.063	22.375	22.688	22.563	22.813	22.375	22.688	22.500	22.688	22.438	
23.000	22.625	23.063	22.625	23.000	22.438	23.063	22.375	22.688	22.563	22.813	22.375	22.688	22.500	22.688	22.438	
23.000	22.625	23.063	22.625	23.063	22.438	23.063	22.375	22.688	22.563	22.813	22.375	22.688	22.500	22.688	22.438	
23.000	22.625	23.125	22.625	23.063	22.438	23.063	22.375	22.688	22.563	22.813	22.375	22.688	22.500	22.688	22.438	
23.000	22.625	23.125	22.625	23.000	22.438	23.063	22.375	22.688	22.563	22.813	22.375	22.688	22.500	22.688	22.438	
23.000	22.625	23.063	22.625	23.063	22.438	23.063	22.375	22.688	22.563	22.813	22.375	22.688	22.500	22.750	22.438	
23.000	22.625	23.063	22.625	23.063	22.500	23.125	22.375	22.688	22.563	22.813	22.375	22.688	22.500	22.688	22.438	
23.000	22.625	23.063	22.625	23.063	22.500	23.063	22.375	22.688	22.563	22.813	22.375	22.688	22.500	22.750	22.438	
23.063	22.625	23.063	22.625	23.063	22.438	23.063	22.375	22.688	22.563	22.813	22.375	22.688	22.500	22.750	22.438	
23.000	22.625	23.125	22.625	23.063	22.500	23.125	22.375	22.688	22.563	22.813	22.375	22.688	22.500	22.688	22.438	
23.000	22.625	23.125	22.625	23.063	22.438	23.063	22.375	22.688	22.563	22.813	22.375	22.688	22.500	22.688	22.438	
23.000	22.625	23.063	22.625	23.063	22.500	23.125	22.375	22.688	22.563	22.813	22.375	22.688	22.500	22.688	22.438	
23.000	22.625	23.125	22.625	23.063	22.500	23.125	22.438	22.688	22.563	22.813	22.375	22.688	22.500	22.750	22.438	
23.000	22.625	23.125	22.625	23.063	22.500	23.125	22.438	22.688	22.563	22.813	22.375	22.688	22.500	22.750	22.438	
23.000	22.625	23.125	22.625	23.063	22.500	23.125	22.438	22.688	22.563	22.813	22.375	22.688	22.500	22.750	22.438	
23.063	22.625	23.125	22.625	23.063	22.500	23.125	22.438	22.688	22.563	22.813	22.375	22.688	22.500	22.750	22.438	
23.063	22.688	23.125	22.625	23.063	22.500	23.125	22.438	22.688	22.625	22.813	22.375	22.688	22.500	22.750	22.438	
23.063	22.688	23.125	22.625	23.063	22.500	23.125	22.438	22.688	22.625	22.813	22.438	22.750	22.500	22.750	22.438	
23.063	22.625	23.125	22.625	23.063	22.438	23.125	22.438	22.688	22.563	22.813	22.375	22.688	22.500	22.688	22.438	
23.000	22.625	23.125	22.625	23.063	22.500	23.125	22.438	22.688	22.563	22.813	22.375	22.688	22.500	22.750	22.438	
23.063	22.688	23.125	22.625	23.063	22.500	23.125	22.438	22.688	22.625	22.813	22.375	22.688	22.500	22.750	22.438	
23.063	22.625	23.125	22.625	23.063	22.500	23.125	22.438	22.688	22.563	22.813	22.375	22.688	22.500	22.750	22.438	
23.063	22.625	23.125	22.625	23.063	22.500	23.063	22.375	22.688	22.563	22.813	22.375	22.688	22.500	22.688	22.438	
23.063	22.625	23.125	22.625	23.063	22.500	23.125	22.375	22.688	22.563	22.813	22.375	22.750	22.500	22.750	22.438	
23.063	22.688	23.125	22.625	23.063	22.500	23.125	22.438	22.688	22.625	22.813	22.375	22.688	22.500	22.688	22.438	
23.063	22.688	23.125	22.625	23.063	22.500	23.125	22.438	22.688	22.625	22.813	22.375	22.688	22.500	22.750	22.438	
23.063	22.625	23.125	22.625	23.063	22.500	23.125	22.438	22.750	22.563	22.875	22.438	22.688	22.500	22.750	22.438	
23.063	22.625	23.125	22.625	23.063	22.500	23.125	22.438	22.750	22.563	22.813	22.438	22.688	22.500	22.750	22.438	
