GBP1	GBP3	GBP5	GBP7
15.813	15.250	15.438	15.000	
15.813	15.250	15.438	15.000	
15.813	15.250	15.375	15.000	
15.813	15.188	15.438	14.938	
15.750	15.188	15.313	14.938	
15.750	15.188	15.375	15.000	
15.750	15.188	15.313	14.938	
15.750	15.188	15.313	14.938	
15.750	15.125	15.313	14.938	
15.750	15.125	15.313	14.938	
15.688	15.125	15.375	14.875	
15.688	15.125	15.375	14.875	
15.688	15.063	15.250	14.813	
15.688	15.063	15.250	14.875	
15.688	15.063	15.250	14.813	
15.688	15.125	15.250	14.813	
15.625	15.125	15.313	14.813	
15.688	15.125	15.313	14.750	
15.625	15.063	15.188	14.750	
15.750	15.063	15.188	14.813	
15.625	15.000	15.188	14.813	
15.625	15.000	15.188	14.813	
15.625	14.938	15.188	14.688	
15.625	15.063	15.313	14.750	
15.625	14.938	15.125	14.688	
15.625	15.000	15.125	14.688	
15.625	14.938	15.125	14.625	
15.625	14.938	15.125	14.625	
15.500	14.875	15.063	14.625	
15.563	14.875	15.188	14.625	
15.500	14.875	15.063	14.563	
15.563	14.875	15.125	14.625	
15.500	14.875	15.063	14.563	
15.500	14.813	15.063	14.563	
15.438	14.813	15.000	14.625	
15.438	14.813	15.063	14.625	
15.438	14.813	15.125	14.500	
15.438	14.813	15.125	14.500	
15.438	14.813	15.000	14.500	
15.438	14.813	15.000	14.563	
15.375	14.750	14.938	14.438	
15.375	14.750	14.938	14.438	
15.375	14.750	15.000	14.438	
15.375	14.750	15.000	14.438	
15.375	14.688	14.938	14.375	
15.313	14.750	14.938	14.438	
15.313	14.750	14.875	14.438	
15.313	14.750	14.875	14.438	
15.313	14.750	14.875	14.375	
15.313	14.750	14.938	14.375	
15.313	14.625	14.875	14.375	
15.250	14.625	14.813	14.313	
15.250	14.625	14.813	14.313	
15.250	14.688	14.813	14.313	
15.250	14.563	14.813	14.250	
15.313	14.688	14.938	14.313	
15.250	14.625	14.813	14.313	
15.313	14.625	14.875	14.375	
15.250	14.563	14.750	14.250	
15.313	14.563	14.750	14.250	
15.188	14.500	14.750	14.313	
15.188	14.563	14.750	14.313	
15.188	14.500	14.813	14.188	
15.188	14.500	14.813	14.188	
15.188	14.500	14.688	14.188	
15.188	14.500	14.750	14.188	
15.188	14.500	14.688	14.188	
15.188	14.438	14.688	14.125	
15.125	14.438	14.750	14.125	
15.188	14.438	14.750	14.125	
15.063	14.438	14.625	14.125	
15.125	14.438	14.688	14.188	
15.063	14.438	14.625	14.188	
15.125	14.438	14.625	14.188	
15.063	14.438	14.625	14.125	
15.063	14.438	14.750	14.188	
15.063	14.500	14.625	14.125	
15.063	14.500	14.625	14.125	
15.063	14.438	14.563	14.125	
15.063	14.438	14.625	14.125	
15.000	14.375	14.563	14.063	
15.000	14.375	14.688	14.063	
15.000	14.375	14.563	14.063	
15.000	14.375	14.625	14.125	
15.000	14.375	14.563	14.063	
15.000	14.438	14.563	14.063	
15.000	14.375	14.563	14.125	
15.000	14.438	14.563	14.125	
15.000	14.375	14.625	14.063	
15.000	14.313	14.625	14.063	
15.000	14.375	14.563	14.063	
14.938	14.375	14.563	14.063	
15.000	14.313	14.563	14.063	
15.000	14.313	14.500	14.063	
14.938	14.313	14.625	14.063	
15.000	14.313	14.625	14.063	
14.938	14.313	14.500	14.063	
15.000	14.313	14.500	14.125	
14.938	14.313	14.500	14.063	
15.000	14.313	14.500	14.063	
14.938	14.313	14.500	14.063	
14.938	14.313	14.563	14.125	
14.938	14.313	14.500	14.063	
14.938	14.313	14.500	14.063	
15.000	14.313	14.500	14.063	
15.000	14.375	14.500	14.063	
15.000	14.313	14.500	14.063	
15.000	14.438	14.500	14.063	
14.875	14.375	14.438	14.063	
15.000	14.375	14.563	14.063	
14.938	14.375	14.438	14.063	
14.938	14.375	14.438	14.063	
14.875	14.313	14.438	14.125	
14.938	14.313	14.500	14.125	
14.938	14.313	14.563	14.063	
14.938	14.375	14.563	14.063	
14.875	14.313	14.438	14.063	
14.938	14.375	14.500	14.125	
14.875	14.313	14.500	14.063	
14.875	14.313	14.438	14.063	
14.875	14.313	14.500	14.063	
14.875	14.313	14.500	14.125	
14.875	14.313	14.438	14.063	
14.875	14.313	14.438	14.125	
14.875	14.313	14.438	14.125	
14.938	14.313	14.438	14.125	
14.875	14.313	14.438	14.063	
14.875	14.313	14.563	14.125	
14.875	14.313	14.438	14.063	
14.875	14.313	14.438	14.125	
14.875	14.313	14.438	14.063	
14.875	14.313	14.438	14.063	
14.875	14.313	14.438	14.125	
14.875	14.313	14.500	14.063	
14.875	14.375	14.438	14.125	
14.938	14.375	14.500	14.125	
14.875	14.313	14.438	14.125	
15.000	14.438	14.438	14.125	
14.875	14.438	14.438	14.250	
14.938	14.438	14.500	14.250	
14.875	14.438	14.500	14.125	
14.875	14.438	14.500	14.125	
14.938	14.375	14.438	14.125	
14.938	14.375	14.438	14.188	
15.000	14.375	14.438	14.125	
15.000	14.500	14.438	14.125	
15.000	14.375	14.500	14.125	
15.000	14.438	14.500	14.125	
14.875	14.375	14.438	14.125	
14.938	14.375	14.438	14.250	
14.875	14.375	14.438	14.188	
14.938	14.375	14.500	14.188	
14.875	14.375	14.500	14.188	
14.875	14.375	14.500	14.250	
14.875	14.375	14.500	14.188	
14.938	14.375	14.500	14.188	
14.875	14.375	14.438	14.188	
14.875	14.375	14.438	14.188	
14.875	14.375	14.438	14.188	
14.875	14.375	14.563	14.188	
14.875	14.375	14.438	14.188	
14.875	14.375	14.500	14.188	
14.875	14.375	14.438	14.188	
14.875	14.375	14.438	14.188	
14.875	14.375	14.438	14.250	
14.875	14.375	14.500	14.250	
14.875	14.375	14.563	14.188	
14.875	14.438	14.563	14.188	
14.875	14.438	14.438	14.188	
14.875	14.438	14.438	14.188	
14.875	14.438	14.438	14.188	
14.938	14.438	14.438	14.188	
14.875	14.375	14.563	14.188	
14.938	14.375	14.563	14.188	
14.875	14.375	14.438	14.188	
14.938	14.500	14.438	14.313	
14.875	14.375	14.438	14.188	
15.000	14.500	14.438	14.188	
14.875	14.375	14.500	14.188	
14.875	14.375	14.500	14.250	
14.875	14.375	14.438	14.188	
14.875	14.375	14.438	14.188	
14.938	14.375	14.438	14.188	
14.938	14.375	14.438	14.188	
14.938	14.375	14.438	14.188	
14.938	14.375	14.563	14.188	
15.000	14.375	14.438	14.188	
15.000	14.375	14.500	14.188	
14.875	14.375	14.438	14.188	
14.938	14.375	14.438	14.188	
14.875	14.375	14.438	14.250	
14.938	14.375	14.500	14.250	
14.938	14.375	14.563	14.188	
14.875	14.375	14.563	14.188	
14.938	14.375	14.438	14.188	
14.875	14.375	14.438	14.188	
14.875	14.375	14.438	14.188	
14.875	14.438	14.438	14.188	
14.875	14.438	14.500	14.188	
14.875	14.438	14.500	14.188	
14.875	14.438	14.438	14.188	
14.875	14.438	14.438	14.188	
14.875	14.375	14.438	14.250	
14.875	14.375	14.438	14.250	
14.875	14.375	14.500	14.188	
14.875	14.375	14.500	14.250	
14.875	14.375	14.438	14.188	
14.875	14.438	14.438	14.188	
14.875	14.375	14.438	14.188	
14.875	14.438	14.438	14.188	
14.875	14.375	14.438	14.188	
14.875	14.375	14.500	14.188	
14.875	14.375	14.438	14.188	
14.938	14.375	14.438	14.188	
14.875	14.375	14.438	14.188	
14.938	14.375	14.438	14.250	
14.875	14.375	14.438	14.250	
14.938	14.375	14.438	14.250	
14.875	14.375	14.563	14.188	
14.875	14.375	14.563	14.188	
14.875	14.375	14.438	14.188	
14.875	14.375	14.500	14.188	
14.938	14.375	14.438	14.188	
14.938	14.375	14.438	14.188	
14.938	14.375	14.500	14.125	
14.938	14.375	14.500	14.188	
14.938	14.375	14.438	14.125	
14.938	14.438	14.438	14.188	
14.875	14.375	14.438	14.188	
14.938	14.438	14.438	14.188	
14.875	14.438	14.438	14.250	
14.875	14.438	14.500	14.250	
14.875	14.375	14.438	14.188	
14.875	14.375	14.438	14.188	
14.813	14.375	14.438	14.125	
14.875	14.375	14.438	14.125	
14.875	14.375	14.438	14.125	
14.875	14.438	14.563	14.125	
14.813	14.375	14.438	14.125	
14.875	14.375	14.438	14.188	
14.875	14.375	14.438	14.125	
14.875	14.375	14.438	14.188	
