GBP1	GBP3	GBP5	GBP7
21.125	20.500	20.563	20.125	
21.188	20.500	20.563	20.188	
21.063	20.500	20.563	20.125	
21.188	20.500	20.563	20.125	
21.125	20.500	20.563	20.125	
21.125	20.500	20.563	20.188	
21.063	20.500	20.563	20.125	
21.063	20.500	20.563	20.125	
21.125	20.500	20.563	20.125	
21.125	20.500	20.563	20.188	
21.125	20.500	20.563	20.188	
21.125	20.500	20.625	20.188	
21.250	20.500	20.750	20.188	
21.250	20.563	20.750	20.188	
21.250	20.563	20.563	20.188	
21.250	20.625	20.563	20.250	
21.125	20.625	20.563	20.125	
21.188	20.625	20.563	20.125	
21.125	20.563	20.625	20.125	
21.125	20.563	20.625	20.125	
21.125	20.500	20.563	20.125	
21.125	20.688	20.563	20.188	
21.125	20.500	20.563	20.188	
21.125	20.563	20.563	20.125	
21.063	20.500	20.563	20.188	
21.125	20.500	20.688	20.313	
21.125	20.500	20.563	20.125	
21.063	20.500	20.688	20.125	
21.125	20.500	20.563	20.250	
21.125	20.500	20.563	20.250	
21.125	20.500	20.563	20.125	
21.125	20.500	20.563	20.188	
21.188	20.563	20.625	20.188	
21.125	20.563	20.625	20.188	
21.125	20.563	20.563	20.188	
21.125	20.563	20.563	20.125	
21.125	20.500	20.563	20.188	
21.125	20.563	20.563	20.125	
21.125	20.500	20.563	20.125	
21.063	20.688	20.750	20.250	
21.125	20.625	20.563	20.188	
21.125	20.625	20.688	20.188	
21.125	20.563	20.563	20.250	
21.125	20.563	20.563	20.250	
21.125	20.500	20.563	20.125	
21.125	20.625	20.563	20.188	
21.125	20.500	20.688	20.125	
21.125	20.563	20.688	20.125	
21.125	20.500	20.563	20.125	
21.125	20.500	20.563	20.125	
21.125	20.563	20.625	20.188	
21.125	20.563	20.563	20.188	
21.125	20.500	20.563	20.188	
21.125	20.500	20.688	20.188	
21.125	20.500	20.563	20.188	
21.125	20.500	20.688	20.250	
21.125	20.500	20.563	20.250	
21.125	20.563	20.563	20.250	
21.125	20.500	20.563	20.125	
21.188	20.500	20.563	20.188	
21.125	20.563	20.688	20.188	
21.188	20.563	20.688	20.188	
21.125	20.500	20.563	20.125	
21.250	20.625	20.563	20.125	
21.125	20.688	20.563	20.188	
21.125	20.688	20.563	20.188	
21.125	20.563	20.563	20.188	
21.125	20.563	20.750	20.125	
21.125	20.500	20.563	20.188	
21.125	20.625	20.688	20.313	
21.188	20.500	20.563	20.188	
21.188	20.625	20.563	20.188	
21.188	20.500	20.563	20.313	
21.188	20.563	20.563	20.313	
21.250	20.500	20.688	20.188	
21.250	20.500	20.688	20.125	
21.250	20.500	20.563	20.188	
21.250	20.500	20.625	20.188	
21.125	20.563	20.563	20.188	
21.250	20.563	20.563	20.188	
21.125	20.500	20.563	20.125	
21.188	20.500	20.750	20.125	
21.125	20.500	20.563	20.125	
21.188	20.500	20.688	20.188	
21.125	20.563	20.563	20.188	
21.125	20.563	20.563	20.188	
21.125	20.500	20.563	20.313	
21.125	20.688	20.563	20.313	
21.125	20.625	20.688	20.125	
21.125	20.625	20.688	20.188	
21.125	20.563	20.625	20.188	
21.125	20.563	20.625	20.188	
21.125	20.563	20.563	20.188	
21.125	20.688	20.563	20.188	
21.125	20.563	20.563	20.125	
21.125	20.625	20.750	20.188	
21.125	20.563	20.563	20.188	
21.125	20.563	20.688	20.188	
21.125	20.500	20.563	20.125	
21.125	20.500	20.563	20.250	
21.125	20.500	20.563	20.188	
21.125	20.563	20.563	20.188	
21.125	20.500	20.750	20.188	
21.125	20.500	20.750	20.250	
21.125	20.563	20.563	20.188	
21.125	20.500	20.563	20.188	
21.125	20.500	20.563	20.125	
21.125	20.500	20.563	20.188	
21.125	20.500	20.563	20.125	
21.063	20.500	20.750	20.188	
21.125	20.500	20.563	20.188	
21.125	20.625	20.688	20.188	
21.063	20.625	20.563	20.125	
21.125	20.625	20.563	20.250	
21.125	20.563	20.563	20.188	
21.125	20.563	20.563	20.188	
21.125	20.500	20.688	20.313	
21.125	20.688	20.688	20.313	
21.125	20.563	20.563	20.188	
21.188	20.625	20.563	20.188	
21.125	20.500	20.563	20.188	
21.188	20.500	20.563	20.188	
21.125	20.500	20.563	20.188	
21.188	20.500	20.750	20.188	
21.125	20.563	20.563	20.188	
21.250	20.563	20.688	20.188	
21.125	20.563	20.563	20.125	
21.125	20.563	20.563	20.188	
21.125	20.500	20.563	20.188	
21.125	20.500	20.563	20.250	
21.188	20.500	20.750	20.250	
21.188	20.500	20.750	20.250	
21.188	20.500	20.563	20.188	
21.188	20.563	20.563	20.250	
21.188	20.500	20.563	20.188	
21.188	20.625	20.563	20.188	
21.250	20.688	20.563	20.188	
21.250	20.688	20.750	20.188	
21.125	20.563	20.563	20.125	
21.188	20.563	20.688	20.188	
21.125	20.500	20.563	20.188	
21.188	20.688	20.563	20.188	
21.125	20.563	20.625	20.188	
21.125	20.625	20.563	20.250	
21.125	20.500	20.750	20.188	
21.125	20.500	20.750	20.188	
21.125	20.500	20.563	20.250	
21.125	20.500	20.563	20.250	
21.125	20.563	20.563	20.188	
21.125	20.563	20.563	20.188	
21.125	20.500	20.563	20.188	
21.125	20.500	20.750	20.188	
21.125	20.563	20.563	20.188	
21.125	20.500	20.625	20.188	
21.125	20.563	20.563	20.188	
21.125	20.563	20.563	20.188	
21.125	20.500	20.563	20.188	
21.125	20.500	20.563	20.188	
21.125	20.563	20.750	20.188	
21.125	20.625	20.750	20.188	
21.125	20.625	20.563	20.313	
21.125	20.625	20.563	20.313	
21.125	20.625	20.563	20.188	
21.125	20.625	20.563	20.188	
21.125	20.563	20.625	20.188	
21.125	20.688	20.813	20.188	
21.125	20.500	20.563	20.188	
21.125	20.688	20.625	20.125	
