GBP1	GBP3	GBP5	GBP7
19.500	18.125	18.250	18.750	
19.500	18.125	18.250	18.750	
19.500	18.125	18.375	18.750	
19.500	18.125	18.375	18.813	
19.500	18.125	18.250	18.750	
19.500	18.250	18.250	18.750	
19.500	18.313	18.250	18.813	
19.500	18.313	18.188	18.813	
19.500	18.188	18.250	18.750	
19.563	18.188	18.438	18.750	
19.500	18.125	18.250	18.750	
19.563	18.313	18.250	18.750	
19.500	18.188	18.250	18.750	
19.563	18.250	18.250	18.750	
19.500	18.125	18.250	18.750	
19.563	18.125	18.250	18.750	
19.500	18.188	18.438	18.750	
19.500	18.125	18.438	18.750	
19.500	18.125	18.250	18.750	
19.500	18.125	18.250	18.813	
19.563	18.125	18.250	18.813	
19.563	18.125	18.250	18.813	
19.563	18.125	18.313	18.750	
19.563	18.125	18.313	18.813	
19.625	18.188	18.250	18.750	
19.625	18.188	18.250	18.750	
19.625	18.125	18.250	18.750	
19.625	18.125	18.250	18.750	
19.500	18.188	18.250	18.750	
19.625	18.188	18.375	18.750	
19.563	18.188	18.250	18.750	
19.563	18.313	18.438	18.750	
19.500	18.250	18.250	18.750	
19.563	18.250	18.250	18.813	
19.500	18.188	18.250	18.813	
19.500	18.188	18.250	18.813	
19.500	18.125	18.375	18.750	
19.500	18.250	18.375	18.813	
19.500	18.125	18.250	18.750	
19.563	18.188	18.250	18.750	
19.500	18.125	18.250	18.750	
19.500	18.125	18.250	18.750	
19.500	18.125	18.250	18.750	
19.500	18.188	18.375	18.750	
19.500	18.125	18.250	18.750	
19.500	18.125	18.313	18.750	
19.500	18.188	18.313	18.750	
19.563	18.188	18.313	18.813	
19.500	18.188	18.250	18.750	
19.500	18.125	18.250	18.750	
19.500	18.188	18.438	18.750	
19.500	18.125	18.438	18.813	
19.500	18.188	18.250	18.750	
19.500	18.188	18.250	18.750	
19.563	18.188	18.250	18.750	
19.563	18.250	18.250	18.750	
19.500	18.313	18.250	18.750	
19.500	18.313	18.375	18.750	
19.500	18.250	18.250	18.750	
19.563	18.250	18.250	18.750	
19.500	18.188	18.250	18.750	
19.500	18.188	18.250	18.813	
19.500	18.188	18.250	18.750	
19.563	18.313	18.375	18.750	
19.500	18.188	18.375	18.813	
19.563	18.250	18.375	18.813	
19.500	18.188	18.250	18.750	
19.625	18.188	18.250	18.750	
19.500	18.188	18.250	18.750	
19.625	18.188	18.313	18.750	
19.500	18.188	18.375	18.750	
19.625	18.188	18.375	18.750	
19.500	18.125	18.250	18.750	
19.500	18.188	18.250	18.750	
19.563	18.125	18.250	18.750	
