GBP1	GBP3	GBP5	GBP7
17.875	17.500	17.500	17.313	
17.813	17.500	17.625	17.313	
17.875	17.500	17.500	17.313	
17.875	17.500	17.500	17.375	
17.813	17.500	17.438	17.313	
17.813	17.500	17.500	17.313	
17.813	17.500	17.500	17.438	
17.813	17.500	17.500	17.438	
17.813	17.500	17.500	17.313	
17.813	17.500	17.500	17.313	
17.813	17.500	17.500	17.313	
17.813	17.500	17.438	17.313	
17.813	17.500	17.500	17.313	
17.813	17.563	17.625	17.313	
17.813	17.563	17.438	17.313	
17.875	17.563	17.563	17.313	
17.813	17.563	17.438	17.313	
17.938	17.563	17.438	17.438	
17.813	17.500	17.500	17.313	
17.938	17.500	17.438	17.313	
17.813	17.500	17.625	17.375	
18.000	17.563	17.625	17.375	
17.813	17.500	17.438	17.313	
17.813	17.563	17.438	17.313	
17.813	17.500	17.500	17.313	
17.813	17.500	17.438	17.313	
17.875	17.438	17.500	17.313	
17.875	17.438	17.563	17.313	
17.875	17.438	17.438	17.313	
17.875	17.438	17.438	17.313	
17.875	17.500	17.438	17.313	
17.875	17.500	17.438	17.375	
17.875	17.438	17.438	17.313	
17.875	17.438	17.500	17.313	
17.813	17.438	17.438	17.500	
17.938	17.438	17.563	17.500	
17.813	17.500	17.438	17.375	
17.875	17.500	17.438	17.375	
17.813	17.438	17.438	17.313	
17.813	17.500	17.438	17.313	
17.813	17.563	17.563	17.313	
17.813	17.563	17.563	17.313	
17.813	17.563	17.438	17.313	
17.813	17.563	17.438	17.313	
17.813	17.500	17.438	17.313	
17.813	17.500	17.438	17.375	
17.813	17.500	17.500	17.375	
17.813	17.625	17.563	17.375	
17.813	17.438	17.438	17.438	
17.813	17.500	17.500	17.438	
17.813	17.438	17.438	17.313	
17.813	17.438	17.500	17.313	
17.813	17.438	17.438	17.313	
17.813	17.500	17.438	17.313	
17.813	17.500	17.563	17.313	
17.813	17.438	17.563	17.313	
17.813	17.500	17.438	17.313	
17.813	17.438	17.438	17.313	
17.813	17.438	17.438	17.313	
17.813	17.500	17.438	17.375	
17.813	17.438	17.500	17.313	
17.813	17.438	17.500	17.313	
17.813	17.500	17.438	17.375	
17.750	17.500	17.438	17.375	
17.750	17.500	17.438	17.313	
17.813	17.563	17.438	17.375	
17.813	17.563	17.438	17.313	
17.813	17.563	17.500	17.313	
17.750	17.563	17.438	17.313	
17.875	17.563	17.563	17.313	
17.750	17.438	17.438	17.313	
17.875	17.438	17.438	17.313	
17.813	17.500	17.438	17.313	
17.813	17.563	17.438	17.375	
17.813	17.438	17.563	17.313	
17.813	17.500	17.563	17.313	
17.813	17.438	17.438	17.375	
